var_0,var_1,var_2,var_3,quality
6,14,12,24,7.710440851639495
30,44,5,30,3.306701985466447
37,43,19,39,22.906520752615467
18,39,15,8,11.688188130854192
40,39,38,26,36.0882862129122
36,15,34,11,15.698997137223804
51,37,45,23,31.6144708443828
5,16,27,16,6.380362326438906
12,15,32,26,15.947779139801225
23,30,8,33,7.613661361048425
3,47,28,42,3.643359285151712
52,33,27,50,33.91172232497898
15,38,23,28,20.229309807366498
37,10,38,26,14.6753693536136
21,33,25,19,25.24329310047435
37,15,9,26,9.100079595829946
43,38,25,8,11.385257925414827
21,48,52,32,28.500078843938756
23,31,29,30,31.166625436590323
12,43,40,48,16.002886700582827
41,12,3,51,1.2798835959636943
47,39,36,52,46.48695397279554
36,49,45,41,49.330163717619726
52,48,40,42,51.887095207914236
40,40,44,45,54.49001959843647
45,50,6,26,4.581829190463551
15,6,30,39,10.524019628088283
44,11,35,40,17.451014278621873
41,11,18,6,8.786913675209291
3,31,33,12,3.643359285151712
26,50,36,50,35.27852427812608
41,22,25,31,31.20322796388249
13,6,4,20,1.8270113957808283
33,24,49,41,35.16964742181624
30,43,43,26,35.710821111820486
34,19,51,16,22.211547987002767
17,51,48,18,22.93663283718871
37,29,28,10,13.29598592175499
5,47,12,15,6.3826500915178555
50,38,8,22,7.613661361048425
52,43,47,25,34.673262025954195
41,31,5,37,3.306701985466447
36,37,4,24,2.0461696335446353
23,48,25,3,3.521110412390976
7,22,50,41,9.071009128282014
51,32,48,17,23.18951257063339
35,10,20,32,14.667476717330239
31,43,25,32,31.087172314398458
38,12,17,6,8.786913675209291
32,5,20,14,10.111942913808692
12,10,29,29,14.188799029886233
12,12,19,27,15.425567514819958
52,19,15,13,16.137373022245445
51,42,3,29,1.2798835959636943
35,21,49,19,26.042427643698215
31,14,52,40,21.648320129766105
23,28,12,27,13.337273309863852
43,6,49,23,10.531012826899753
24,18,12,35,13.337273309863852
29,27,45,48,38.4248307547934
14,14,28,40,18.479566334578927
34,6,6,33,4.88805166870072
8,31,22,15,10.532551802911058
14,24,49,31,18.817476941744857
36,31,48,32,44.7183930892404
40,42,37,14,19.423162995153362
32,5,41,52,10.119302189793224
23,50,30,28,31.166625436590323
4,24,50,35,5.030152666954766
26,22,10,33,10.382303742576902
26,33,12,45,13.337273309863852
23,25,29,47,31.262883365914554
37,24,5,42,3.306701985466447
3,47,48,22,3.643359285151712
12,8,31,5,6.817173444535425
6,48,5,38,3.3256757593861828
15,19,16,10,13.154049821321847
17,35,20,43,22.423290041391716
44,14,47,42,21.648291294977202
36,23,45,22,29.16204864359058
37,42,44,31,42.8176097307305
50,43,52,29,40.32730171833016
38,41,44,19,26.042427643698215
5,30,32,11,6.380362326438906
19,44,15,40,17.285239473573633
31,10,47,13,14.638538700835849
47,19,46,16,22.211547987002767
36,14,17,48,20.346975550362707
51,16,44,23,24.011629204485306
42,41,16,43,18.743615962788514
19,11,16,50,17.325973481397526
33,51,27,28,33.83004328508438
40,17,14,28,16.030262020784786
22,7,43,16,12.698345448714864
7,26,24,38,9.071009128282014
16,19,15,13,16.076386965833287
21,10,12,52,12.52020983400484
27,26,11,45,11.771938983616257
25,9,46,15,13.7865536436407
7,22,23,44,9.071009128282014
6,10,51,9,7.638673607965256
36,39,21,33,25.60097082554108
17,29,29,30,22.983509433070154
48,14,25,9,12.40638673476884
46,43,49,43,59.75716365140794
34,22,33,28,33.450858170812204
49,11,31,28,17.451007974294818
14,22,33,3,3.521110412390976
39,52,14,46,16.030262020784786
10,22,4,25,2.0461696335446353
44,20,49,42,28.73485443789547
47,43,43,6,8.786913675209291
37,25,13,48,14.748826161780944
16,25,16,44,18.743615962788514
7,19,46,46,9.071009128282014
20,44,42,29,27.099310934879416
12,42,24,52,16.002886700582827
47,10,28,18,14.6748701772234
28,18,19,11,15.698997137223804
34,23,32,19,26.042427643698215
11,10,19,4,6.165207432065431
9,12,16,21,11.888881304853852
39,8,41,35,13.976414687735204
9,3,41,15,4.324554027592741
35,3,9,15,4.343093319271635
26,37,41,44,35.27852427812608
31,5,13,45,10.030862275653526
30,31,18,22,21.408555636612014
5,50,31,34,6.380362326438906
10,20,48,26,13.30071963065769
26,16,49,43,24.004245889938566
33,21,18,27,21.425309018493106
3,7,44,5,3.3574827182100675
20,26,16,4,6.165207432065431
6,30,41,14,7.710440851639495
47,9,28,38,13.777533470680048
47,32,44,20,27.38858802049817
30,15,11,32,11.771938983616257
33,42,32,41,40.908008527994575
47,21,45,19,26.042427643698215
14,8,19,11,13.741148283121014
5,34,16,28,6.380362326438906
33,25,50,29,36.457671900092684
11,30,38,18,14.663931188488696
13,17,13,15,14.366459047529439
30,11,51,50,17.451007974294818
25,3,23,23,4.322722605510799
13,33,3,38,1.2798835959636943
47,43,37,35,47.43118736107246
33,7,6,27,4.34190448671561
41,47,49,47,56.339950440412295
17,12,11,43,11.92713683408916
9,23,45,51,11.945135747096126
41,16,11,9,10.67879026612264
15,50,33,26,20.229309807366498
36,37,50,15,20.7828211894305
44,29,31,8,11.385257925414827
14,47,21,23,18.817476941744857
51,20,22,34,27.509318795667422
52,13,40,14,19.05530889581933
19,5,7,4,4.134138121027181
43,3,33,51,4.322721703575442
39,33,45,22,31.231408962873296
19,46,36,3,3.521110412390976
4,50,29,23,5.030152666954766
38,19,45,36,27.296953489042053
23,31,9,48,9.100079595829946
23,49,34,52,31.312527020502216
25,48,33,46,34.124673033991286
21,8,32,13,13.929335294873354
13,46,41,40,17.4338837230921
9,9,10,22,9.457659561110924
52,7,46,13,12.644880610909583
5,35,38,8,6.229872947263554
5,27,34,10,6.229872947263554
13,35,28,36,17.4338837230921
10,32,33,22,13.296711246863644
27,7,40,5,6.817173444535425
3,45,33,46,3.643359285151712
27,39,15,20,17.285239473573633
4,52,48,27,5.030152666954766
3,42,28,47,3.643359285151712
16,47,43,18,21.61186931134462
40,43,29,27,36.10463055182247
51,23,11,32,11.771938983616257
9,42,16,48,11.92194083112208
4,26,40,42,5.030152666954766
28,47,15,30,17.285239473573633
19,45,32,46,25.76578342538183
27,45,21,48,25.60097082554108
7,28,31,39,9.071009128282014
13,44,52,46,17.4338837230921
4,17,10,10,4.955952891437219
20,17,5,12,3.306701985466447
15,25,31,32,20.229309807366498
48,36,20,5,7.340551356923348
49,16,7,47,6.171741527903025
14,40,25,42,18.817476941744857
45,18,32,46,27.961758960465964
19,42,30,30,25.76578342538183
44,32,11,5,7.340551356923348
14,47,23,23,18.817476941744857
17,5,12,22,10.074429846739417
39,43,50,35,48.23428825718806
7,29,25,45,9.071009128282014
4,37,28,17,5.030152666954766
27,20,10,26,10.382303742576902
42,44,48,18,25.6867927737633
52,44,36,48,46.595456007264325
22,36,18,27,21.425309018493106
24,16,43,32,23.99933877818369
39,11,49,10,13.29598592175499
29,36,7,49,6.171741527903025
25,8,6,22,4.581829190463551
27,20,17,52,20.275220110444785
52,31,25,14,19.423162995153362
50,46,25,5,7.340551356923348
52,49,32,26,36.0882862129122
39,24,3,25,1.2798835959636943
7,7,7,44,6.212248725841886
20,28,12,16,13.225762906961778
32,51,5,18,3.306701985466447
7,52,3,25,1.2798835959636943
7,34,39,29,9.071009128282014
16,39,27,38,21.630848065935965
17,16,31,43,22.189517410226884
33,18,22,34,26.855371979995013
29,28,5,42,3.306701985466447
12,6,5,19,3.18746772005689
33,28,43,48,41.364818473300105
50,24,12,9,11.665847816550894
12,45,31,34,16.002886700582827
32,25,46,49,36.35978344887189
11,15,44,14,14.580866379514216
38,15,27,14,19.020804699033366
26,27,44,41,35.35374105115915
32,12,45,18,17.33767565737961
46,10,32,45,14.675380206659277
46,47,22,22,27.125431937715398
39,19,12,31,13.337273309863852
32,8,50,14,13.955316265692403
7,49,16,38,9.071009128282014
47,23,37,50,32.7584985311761
40,22,31,42,33.42104967179784
35,9,18,11,13.589449256377621
49,36,41,27,37.54410243102061
22,13,26,22,20.087578823233272
32,44,5,51,3.306701985466447
32,52,6,37,4.581829190463551
50,16,39,37,24.006197822234057
31,35,12,39,13.337273309863852
29,25,5,38,3.306701985466447
25,43,25,45,31.085687868523884
46,4,20,46,7.494961474551868
38,9,17,18,13.755897087849567
10,35,39,34,13.296711246863644
52,43,43,21,28.710091116258738
4,12,25,50,5.043353453454389
21,43,24,12,16.24646562650957
36,51,4,15,2.0461696335446353
47,45,25,32,31.087172314398458
16,5,9,47,8.798262439456197
50,39,25,44,31.087172314398458
30,13,50,21,20.094074658325397
29,34,46,7,10.077242479384134
36,5,19,43,10.118264073313613
13,34,43,14,17.20300669901227
9,6,3,49,1.2798835959636943
47,5,21,50,10.119143594355693
43,44,20,14,19.54378990097138
44,5,12,18,10.074429846739417
49,27,16,35,18.743615962788514
27,6,5,27,3.18746772005689
28,16,10,26,10.382303742576902
40,11,6,41,4.581829190463551
35,48,11,36,11.771938983616257
6,17,19,25,7.710440851639495
38,12,10,17,10.403971253468148
6,27,14,20,7.710440851639495
45,19,41,27,27.29827314784516
13,52,25,47,17.4338837230921
25,18,13,10,12.657152346519425
15,8,47,33,14.000318785600324
23,48,17,39,20.305253444436808
44,20,51,45,28.73485412242367
33,52,37,27,37.54410243102061
16,32,43,5,7.340551356923348
34,38,21,50,25.60097082554108
43,25,21,24,25.60097082554108
47,33,33,44,42.20213026334037
9,16,39,23,11.945135747096126
22,23,15,38,17.285239473573633
19,7,45,36,12.697024278582445
17,40,17,51,20.14445941124624
20,26,20,50,24.270038669231344
33,19,25,39,27.202058159987146
37,22,23,17,23.18951257063339
25,20,42,50,28.70755833530536
33,15,30,41,22.605978920341084
10,32,13,9,10.79760430867993
22,49,51,9,12.40638673476884
21,37,45,52,28.500078843938756
50,12,50,46,17.338260668442278
31,21,49,44,29.894043865892563
20,30,8,44,7.613661361048425
25,47,36,44,34.124673033991286
16,24,44,19,21.55383003285625
14,35,28,32,18.817476941744857
24,23,14,32,16.030262020784786
8,4,47,8,7.319036898819171
6,34,36,24,7.710440851639495
12,30,24,51,16.002886700582827
52,28,51,15,20.7828211894305
49,27,45,43,39.573311780421776
11,28,7,24,6.171741527903025
51,47,46,15,20.7828211894305
16,3,13,15,4.3241685546794395
43,24,19,28,22.906520752615467
22,29,34,23,29.58941638625514
49,40,52,23,31.6144708443828
47,5,40,6,8.902620923594478
52,29,5,17,3.306701985466447
17,42,46,10,13.154049821321847
36,45,7,46,6.171741527903025
46,21,18,32,21.425309018493106
34,11,20,30,17.461142872741032
3,11,52,43,3.643359285151712
13,14,20,8,11.861999390597646
17,14,25,41,21.028293105058413
47,14,24,46,21.656515806873607
6,39,38,36,7.710440851639495
35,43,23,23,28.243577926651607
48,12,4,22,2.0461696335446353
39,50,45,35,48.23428825718806
27,6,48,42,10.531012826899753
4,3,15,34,3.4998683765814143
19,23,46,17,23.706649343715252
33,34,10,50,10.382303742576902
3,12,34,26,3.643359285151712
50,23,3,30,1.2798835959636943
46,3,13,47,4.3241685546794395
31,17,9,43,9.100079595829946
32,19,44,47,27.296993466152315
28,13,3,27,1.2798835959636943
47,23,17,34,20.154154428458536
9,28,26,8,10.022731950081006
11,10,50,30,13.436779696766973
30,34,45,50,40.6673780229617
30,24,52,15,20.7828211894305
15,6,32,16,10.524019628088283
19,14,37,50,21.487925600690993
34,49,41,13,18.227273497652114
35,22,17,31,20.154154428458536
34,4,8,3,3.0181675159391856
42,18,37,16,22.211547987002767
6,26,26,28,7.710440851639495
41,45,35,21,28.710091116258738
20,41,29,5,7.340551356923348
46,52,28,5,7.340551356923348
16,10,40,24,14.641812745579267
39,24,9,20,9.100079595829946
43,4,13,40,7.4864713868828625
26,15,41,11,15.698997137223804
7,22,37,33,9.071009128282014
33,18,43,30,27.962509967882504
28,13,12,28,13.140846720505106
4,22,3,11,1.2798835959636943
25,33,52,39,34.124673033991286
43,16,7,48,6.171741527903025
23,28,5,27,3.306701985466447
12,14,52,23,15.924614014293734
15,48,6,13,4.581829190463551
20,45,33,3,3.521110412390976
35,5,44,26,10.119300299632007
12,44,19,33,15.947779139801225
42,12,33,31,17.33826660006033
12,6,48,12,10.538684463160356
45,31,40,31,42.8176097307305
6,21,35,36,7.710440851639495
7,3,23,46,4.284058687411821
44,51,15,10,13.154049821321847
7,20,39,24,9.071009128282014
39,44,42,30,40.440882023545015
37,18,33,23,28.034488613179626
46,51,17,15,18.96976673169072
20,38,36,30,27.099310934879416
26,29,7,32,6.171741527903025
48,41,46,40,55.13439950331775
4,4,17,29,4.69891889728827
43,52,19,49,22.906520752615467
27,50,49,18,25.6867927737633
49,25,30,17,23.18951257063339
21,41,35,14,19.554102269068494
7,22,50,25,9.071009128282014
18,41,32,42,24.382088696957922
38,35,26,50,32.54568610956562
20,37,39,41,27.099310934879416
35,16,20,42,23.180064848592007
34,13,41,15,19.63911521955695
8,31,24,36,10.532551802911058
5,47,37,20,6.380362326438906
8,12,48,33,10.525187176755567
16,8,30,35,13.97928511689099
39,51,38,10,13.29598592175499
47,15,12,26,13.337273309863852
49,23,30,35,32.70238354063754
9,30,41,28,11.945135747096126
8,44,47,18,10.532551802911058
9,7,13,38,11.12953917732248
3,23,6,47,2.7617418821020885
18,36,34,18,24.085236181070808
39,25,21,7,10.077242479384134
27,17,31,17,23.18951257063339
39,44,35,33,43.550081972371245
5,16,25,4,4.3168212230894305
18,26,9,43,9.100079595829946
36,10,29,25,14.67534764769936
50,20,16,20,18.743615962788514
42,14,10,32,10.382303742576902
11,32,41,18,14.663931188488696
12,26,28,32,16.002886700582827
23,26,21,51,25.60097082554108
3,31,47,14,3.643359285151712
42,49,26,22,30.77529204179592
35,22,13,39,14.748826161780944
37,43,39,18,25.6867927737633
39,30,4,20,2.0461696335446353
39,10,19,26,14.663790211547711
30,39,49,3,3.521110412390976
9,29,22,4,6.165207432065431
33,38,10,25,10.382303742576902
28,41,6,12,4.581829190463551
26,49,37,38,35.27852427812608
47,24,9,22,9.100079595829946
36,14,6,32,4.581829190463551
3,31,52,25,3.643359285151712
36,42,30,4,6.165207432065431
47,25,37,40,36.38982137413535
34,13,39,19,20.093351856174653
10,14,28,11,13.227858732963844
11,46,16,51,14.611358622709112
51,39,31,11,15.448635835385595
47,37,46,21,28.710091116258738
37,15,23,49,22.580592833037116
22,22,20,16,21.804561754470733
37,47,8,41,7.613661361048425
6,3,31,41,4.1685386807982345
4,50,20,8,4.9683996260209975
15,15,31,35,19.854829658726402
4,46,10,34,4.9683996260209975
35,43,11,21,11.771938983616257
11,31,8,38,7.613661361048425
31,20,51,41,28.73535156246406
16,19,48,40,21.51268265176866
23,20,10,20,10.382303742576902
45,45,41,49,53.262593108259054
35,21,46,41,29.893072431103015
27,25,43,17,23.18951257063339
18,36,18,22,21.425309018493106
24,29,7,15,6.171741527903025
3,46,10,38,3.5906879449036544
10,22,14,45,12.89731138035314
29,40,32,22,31.231408962873296
20,22,8,44,7.613661361048425
22,15,7,9,6.112947391535531
40,28,21,30,25.60097082554108
22,46,18,22,21.408555636612014
46,28,24,52,29.88364207884479
7,5,8,8,6.656932755597255
24,4,10,40,7.26744837073597
6,35,29,51,7.710440851639495
11,24,4,50,2.0461696335446353
3,16,8,5,3.3574827182100675
30,46,27,37,33.91172232497898
29,43,35,43,39.66357730351138
17,30,37,23,22.94159200946562
29,9,44,32,13.777533470680048
18,46,8,7,7.132230523495098
26,35,30,35,35.132018325134794
13,3,14,34,4.326291726108216
14,48,16,6,8.786913675209291
35,32,25,48,31.087172314398458
3,32,41,51,3.643359285151712
6,3,10,50,4.2038872648967995
10,30,3,31,1.2798835959636943
26,25,14,18,15.97085849279227
43,47,42,8,11.385257925414827
24,47,47,24,32.16920280352006
48,42,47,50,61.17309297129392
10,26,26,29,13.296711246863644
13,33,3,15,1.2798835959636943
51,3,39,18,4.322722605510799
33,29,7,41,6.171741527903025
12,49,39,17,16.002886700582827
28,31,5,49,3.306701985466447
41,27,27,7,10.077242479384134
50,19,39,23,27.281700833437448
45,20,47,7,10.077242479384134
12,27,43,44,16.002886700582827
26,41,36,10,13.154049821321847
48,10,34,40,14.675380884980388
24,14,15,24,17.58722243651963
26,36,48,22,30.871351101004986
8,40,47,19,10.532551802911058
22,8,52,14,13.955316265692403
8,14,11,13,9.791943207154455
19,50,22,24,25.0658382047062
9,19,42,31,11.945135747096126
33,40,50,3,3.521110412390976
9,7,40,38,11.590355907622362
4,19,6,13,3.523272550097014
31,43,19,29,22.906520752615467
14,47,24,31,18.817476941744857
39,37,46,25,34.673262025954195
43,6,30,31,10.531013274358928
13,21,18,8,11.861999390597646
52,28,43,45,41.345196259926006
34,34,38,18,25.6867927737633
3,28,51,26,3.643359285151712
36,52,30,15,20.7828211894305
5,50,36,21,6.380362326438906
52,20,9,45,9.100079595829946
31,10,26,47,14.67533317723123
21,28,10,13,10.361558739709855
24,3,39,48,4.322721570105204
23,46,4,18,2.0461696335446353
31,39,48,32,41.88773006572622
9,10,27,21,11.562653384771476
37,19,11,28,11.771938983616257
48,14,28,42,21.648754398266753
21,20,9,14,9.100079595829946
40,33,11,33,11.771938983616257
20,51,22,25,25.778241217301243
49,17,49,48,24.285718230806925
22,12,11,15,11.92713683408916
35,17,47,36,24.285711087213226
36,9,23,20,13.776922894680038
40,51,48,50,54.82226976717089
28,18,39,36,27.964764669667996
7,8,20,45,9.071009128282014
52,29,33,38,41.109673016952485
4,34,18,31,5.030152666954766
52,43,40,15,20.7828211894305
42,36,11,20,11.771938983616257
35,40,34,49,43.74862711771142
22,39,39,41,29.839532186341643
19,42,16,10,13.154049821321847
19,10,22,29,14.671170030825905
42,21,14,36,16.030262020784786
39,31,41,29,40.05842881111776
38,10,17,23,14.638538700835849
38,10,17,27,14.638538700835849
37,15,23,6,8.786913675209291
31,35,8,28,7.613661361048425
51,16,12,45,13.337273309863852
43,39,31,46,39.52895182022322
20,36,5,26,3.306701985466447
4,27,19,29,5.030152666954766
14,23,45,50,18.817476941744857
50,7,48,43,12.6984116606675
26,46,11,41,11.771938983616257
51,45,35,7,10.077242479384134
15,26,40,25,20.229309807366498
41,11,3,12,1.2798835959636943
42,37,19,30,22.906520752615467
41,40,15,30,17.285239473573633
31,31,4,17,2.0461696335446353
43,28,23,21,27.065725287953995
29,46,6,4,3.691405588035336
30,45,16,29,18.743615962788514
21,30,33,24,28.48993050985709
17,14,6,3,3.9235778711235643
46,26,39,39,37.823309460467094
42,9,25,30,13.777403332289765
32,32,43,12,16.24646562650957
21,5,33,13,10.118967659201683
39,17,46,45,24.28571844247545
29,13,51,45,20.09154599262
31,31,40,32,41.804244532077824
29,7,46,47,12.69841256267909
19,48,29,29,25.76578342538183
19,40,42,24,25.76578342538183
44,31,14,8,11.725702587688856
20,21,21,51,24.876582767762645
49,51,19,16,21.37469301023909
21,47,11,21,11.771938983616257
29,22,35,39,33.46089394475756
25,22,40,43,33.12874845344862
19,10,11,6,8.324136892275655
6,5,47,10,7.63386013551213
24,31,10,45,10.382303742576902
9,42,14,25,11.800535262196409
29,41,50,50,39.51774946780143
6,10,17,47,7.710440851639495
26,7,52,36,12.698407399984417
40,12,44,29,17.338260519520787
24,50,15,41,17.285239473573633
11,21,37,30,14.663931188488696
48,20,40,14,19.423162995153362
49,44,8,21,7.613661361048425
43,22,41,47,33.4234204738638
46,40,39,22,31.231408962873296
47,27,26,44,32.54568610956562
35,25,35,36,36.394149569225036
20,36,43,37,27.099310934879416
16,36,44,17,21.290087726529258
26,14,50,6,8.786913675209291
34,48,11,26,11.771938983616257
40,4,16,39,7.4936185360090315
18,17,24,23,23.3133931342313
26,26,23,22,27.799549148075798
27,29,20,15,20.691788779094026
47,41,11,26,11.771938983616257
10,18,41,39,13.296711246863644
42,4,26,36,7.495079024588796
9,17,44,5,7.622827620039202
5,34,29,48,6.380362326438906
27,14,30,19,21.658777599976304
22,20,46,31,28.082017810330925
37,24,9,37,9.100079595829946
24,6,23,25,10.530994928565253
7,39,51,24,9.071009128282014
9,9,22,34,11.632594237102971
19,21,4,45,2.0461696335446353
52,50,5,49,3.306701985466447
32,35,24,37,29.88364207884479
50,14,4,12,2.0461696335446353
8,11,8,39,7.613661361048425
35,48,37,10,13.29598592175499
46,40,4,29,2.0461696335446353
44,44,16,26,18.743615962788514
16,41,12,31,13.337273309863852
18,42,48,8,11.385257925414827
37,4,25,37,7.495079024588796
26,31,49,35,35.27852427812608
42,38,50,5,7.340551356923348
46,40,4,24,2.0461696335446353
42,13,46,11,14.975764516195468
30,39,37,42,40.6673780229617
41,38,48,42,54.758727451571
32,14,45,5,7.340551356923348
18,10,27,3,3.521110412390976
5,11,48,13,6.380362326438906
34,20,30,51,28.73797931092103
16,18,48,45,21.630848065935965
27,49,17,17,20.36105422471527
37,46,29,45,36.85976981160815
35,32,24,6,8.786913675209291
8,46,51,22,10.532551802911058
37,14,50,4,6.165207432065431
44,32,7,33,6.171741527903025
49,31,28,46,35.3450480647201
41,46,35,44,45.04811338792485
30,33,24,27,29.741268152903228
12,47,20,42,15.947779139801225
25,22,17,6,8.786913675209291
21,40,26,40,28.2800172327973
6,20,6,19,4.85174097191054
25,45,16,26,18.743615962788514
3,50,6,33,2.7617418821020885
12,5,16,52,10.074429846739417
39,5,24,22,10.11918758056178
30,39,39,49,40.6673780229617
39,38,26,51,32.54568610956562
26,43,25,9,12.40638673476884
43,24,10,4,6.165207432065431
41,25,30,21,28.710091116258738
49,11,35,13,16.901309427041877
43,33,33,13,18.227273497652114
48,8,32,31,13.976416186930745
29,15,15,24,17.345114474146897
39,28,36,28,39.13950037625863
35,37,29,11,15.448635835385595
49,12,3,20,1.2798835959636943
37,45,28,43,35.3450480647201
37,17,33,42,24.285789543042203
3,14,39,20,3.643359285151712
19,12,13,23,14.93272665746068
39,37,33,14,19.423162995153362
12,37,46,33,16.002886700582827
21,34,11,11,11.92713683408916
33,10,38,4,6.165207432065431
9,23,21,13,11.92194083112208
7,31,12,39,8.938123139524976
21,45,18,48,21.425309018493106
23,44,35,32,31.312527020502216
27,41,51,32,36.898052420443
44,7,18,44,12.702314203669069
19,37,29,32,25.76578342538183
29,34,12,42,13.337273309863852
7,32,31,17,9.071009128282014
41,44,4,22,2.0461696335446353
20,39,36,21,26.73163289883797
42,7,40,46,12.698411662735076
15,46,22,30,20.19975189167245
35,32,11,21,11.771938983616257
46,14,43,46,21.648291294977202
51,41,48,36,49.53633748404339
17,52,26,43,22.94159200946562
16,27,40,5,7.340551356923348
38,47,45,19,26.042427643698215
4,3,11,11,3.4998683765814143
44,36,10,49,10.382303742576902
13,17,34,7,10.129065772045537
36,5,14,20,10.05252743021461
12,34,47,36,16.002886700582827
46,39,8,15,7.613661361048425
51,8,9,31,8.918628238051824
28,31,32,23,31.61261057706502
6,22,13,29,7.710440851639495
5,45,48,37,6.380362326438906
31,38,50,41,42.02937057628513
27,19,37,4,6.165207432065431
36,31,4,36,2.0461696335446353
46,28,30,52,38.15701422144961
27,10,13,49,13.502333439067312
42,31,16,20,18.743615962788514
26,18,52,14,19.423162995153362
31,7,35,11,12.739740704841727
14,3,21,48,4.323107813590441
18,38,39,37,24.382088696957922
36,22,3,17,1.2798835959636943
47,34,25,20,27.38858802049817
27,22,14,42,16.030262020784786
41,17,7,40,6.171741527903025
46,22,29,44,33.543045762743624
9,11,14,21,11.879013239397212
12,30,7,36,6.171741527903025
22,7,26,32,12.698345448714864
34,42,37,14,19.423162995153362
45,40,32,35,40.825521327880544
16,31,36,49,21.630848065935965
32,33,38,15,20.7828211894305
22,6,20,35,10.530422266432526
40,30,24,14,19.423162995153362
45,42,46,37,51.41391600761644
33,45,51,37,45.15327945800606
11,27,44,18,14.663931188488696
18,41,30,20,24.241225222225484
44,18,13,37,14.748826161780944
31,36,14,13,15.212458878144137
47,47,35,19,26.042427643698215
6,11,8,21,6.373842116749458
14,20,13,18,14.476212086726052
27,14,34,47,21.648059613849515
24,14,4,3,2.2369046487429665
25,16,48,14,19.423162995153362
13,22,27,25,17.4338837230921
8,18,42,24,10.532551802911058
34,28,49,15,20.7828211894305
6,36,15,7,7.714838707314659
9,47,39,17,11.945135747096126
48,14,41,4,6.165207432065431
8,11,31,20,10.532551802911058
48,38,34,42,43.70681233849492
32,42,26,34,32.54568610956562
36,11,40,9,12.40638673476884
6,29,44,19,7.710440851639495
50,10,12,51,12.52020983400484
13,42,18,12,16.201195050796574
18,28,21,49,23.75943696222192
21,33,19,29,22.906520752615467
52,33,38,6,8.786913675209291
17,52,19,42,21.57651129135595
40,19,18,10,13.29598592175499
14,13,38,42,18.17114358596457
12,14,33,7,10.129065772045537
15,29,46,39,20.229309807366498
21,33,19,26,22.906520752615467
50,32,3,4,0.9720291416335664
14,27,16,38,17.513666754251254
39,38,42,36,49.02407667264763
24,16,15,12,16.165338478829316
12,17,3,41,1.2798835959636943
47,48,15,52,17.285239473573633
16,29,20,41,21.28594477265547
20,5,16,10,10.09657477948523
28,29,29,36,35.96370561409483
45,29,3,37,1.2798835959636943
40,27,37,45,39.58432138403598
4,30,43,4,4.699724483438887
50,38,28,33,35.3450480647201
40,7,28,21,12.698510656361133
47,37,24,25,29.646348037415766
33,17,52,15,20.299851578687104
10,36,42,36,13.296711246863644
34,50,44,22,31.231408962873296
51,41,31,24,33.33135772953687
30,43,20,47,24.270038669231344
38,48,49,8,11.385257925414827
52,30,15,12,16.78831434872308
41,20,25,37,28.585848307387703
34,7,17,12,12.614234729537078
27,29,35,9,12.40638673476884
6,27,7,9,5.408740746744695
36,29,34,12,16.24646562650957
15,25,48,48,20.229309807366498
6,24,10,40,7.504908694125231
31,38,32,38,40.01205064062457
7,17,12,37,8.938123139524976
50,13,26,18,20.041984826592937
27,40,12,28,13.337273309863852
35,23,18,44,21.425309018493106
43,33,19,43,22.906520752615467
11,11,21,12,14.308099304729035
32,11,10,29,10.361558739709855
29,44,25,39,31.271741733161985
33,51,47,13,18.227273497652114
4,41,23,31,5.030152666954766
5,30,43,11,6.380362326438906
14,15,6,52,4.581829190463551
50,23,32,3,3.521110412390976
42,9,29,8,10.05316680277195
4,23,24,10,4.9683996260209975
44,27,27,27,34.07529719300922
22,17,18,49,21.981473649414855
4,44,45,45,5.030152666954766
13,15,29,15,17.416802655582707
13,3,4,41,2.6239821687150973
44,21,22,28,26.638438603903253
28,46,23,26,28.3352486812519
27,13,44,11,14.975764516195468
52,42,43,6,8.786913675209291
41,49,31,6,8.786913675209291
49,9,52,44,13.777535427013527
7,16,32,30,9.071009128282014
44,12,19,30,17.356659692945897
50,9,48,23,13.777543481669806
47,25,11,20,11.771938983616257
29,51,38,20,27.38858802049817
37,39,32,22,31.231408962873296
9,31,38,27,11.945135747096126
44,22,40,27,33.40142139002362
49,13,3,8,1.2798835959636943
36,19,8,23,7.613661361048425
33,46,48,17,23.18951257063339
17,29,48,28,22.983509433070154
42,48,36,16,22.211547987002767
5,12,25,9,6.229872947263554
41,49,45,51,55.92778904924666
42,37,50,22,31.231408962873296
32,19,34,50,27.296993466152315
35,16,46,4,6.165207432065431
16,39,46,21,21.646720933650432
40,44,23,44,28.52706852303215
10,6,4,21,1.8270113957808283
3,13,34,52,3.643359285151712
38,12,31,12,16.24646562650957
38,10,30,31,14.675376588965666
19,18,28,28,25.55213479922326
23,10,14,50,14.166495465116258
26,44,10,48,10.382303742576902
26,26,3,51,1.2798835959636943
4,34,47,46,5.030152666954766
13,24,36,43,17.4338837230921
17,41,32,15,20.054527127115573
8,45,37,27,10.532551802911058
51,3,16,11,4.323107813590441
29,41,38,13,18.227273497652114
11,45,46,23,14.663931188488696
27,51,7,41,6.171741527903025
23,17,32,4,6.165207432065431
49,6,15,28,10.509461539475227
11,40,39,26,14.663931188488696
38,43,17,43,20.154154428458536
16,25,37,28,21.630848065935965
39,16,27,18,23.739474653563413
29,19,26,13,18.227273497652114
50,38,24,10,13.29598592175499
9,26,47,49,11.945135747096126
