var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality
50,37,43,16,10,48,40,16.084669758052534
30,51,42,46,42,50,39,39.97124513392787
6,26,3,48,8,39,35,5.0083941091618054e-05
5,38,27,7,9,48,48,-10.639276470152451
43,15,36,51,41,9,50,-10.587504841522373
28,14,45,13,20,25,37,21.759820460294875
26,34,3,43,10,41,39,5.010432981924913e-05
33,14,41,5,36,51,38,10.726493395116636
17,5,41,25,51,20,24,22.227535908132207
13,20,13,6,23,19,43,12.160789723833492
51,44,13,45,6,3,30,5.010432987320867e-05
3,45,31,42,4,37,34,-21.644100847438054
8,19,9,4,3,13,52,-21.20047673265839
26,21,9,3,44,22,49,-10.603309641802944
42,4,26,8,35,47,28,14.794898473806194
21,16,33,36,38,9,26,-10.58750578648117
38,25,52,47,51,8,3,-21.64837957883013
5,9,8,27,23,16,10,-21.186475458590277
45,16,51,35,49,17,27,22.738295332734783
6,24,52,28,23,12,7,0.009794707049462845
29,7,40,11,5,5,48,-21.09292794233423
9,50,41,21,7,8,23,-21.191825225841658
8,38,15,13,29,6,50,-21.17833677845907
40,30,19,5,46,21,25,10.726493395116636
10,37,22,47,45,14,47,3.304708763997032
41,31,48,45,7,24,31,-21.191876293598835
46,11,13,38,33,13,6,6.215927965049011
20,44,48,21,43,14,22,18.651357101134547
17,28,23,31,48,48,34,22.272731506951832
24,38,27,47,52,37,38,31.98042239705643
29,13,21,45,6,38,25,-10.587713686013013
10,6,34,39,45,13,21,3.304708763997032
3,13,47,46,35,12,40,-21.644100847438054
48,24,22,4,5,33,6,-21.17811145593025
45,10,33,5,40,31,14,10.691102786861634
30,14,52,48,26,32,35,35.26343250931372
50,47,35,6,48,50,20,12.160789723833492
35,42,36,39,28,16,18,21.05694850853122
24,31,19,46,3,14,10,-21.194637705978597
16,32,34,40,39,7,16,-21.189303090912134
39,13,14,11,47,20,14,4.865260069662167
11,23,50,42,13,29,26,4.865260069662167
39,30,42,46,25,43,10,11.391300363120823
21,25,52,43,12,8,20,-21.189313176828275
11,40,7,13,27,25,25,-21.18781072235401
20,21,13,51,38,25,3,1.6137433962221135
42,31,50,10,25,26,38,3.304708763997032
27,5,38,43,30,48,49,24.883453492550938
4,51,30,50,31,5,43,-21.1754204056832
46,35,12,52,29,18,27,15.79906835126901
26,17,3,4,25,50,18,4.9808544977821946e-05
20,42,36,20,46,35,46,26.440773225329778
26,12,16,51,33,47,9,10.21173647685475
10,12,6,32,23,12,15,-21.191465600564563
32,16,28,43,19,34,35,26.007969173153334
17,27,40,23,48,9,30,-10.587486137029066
49,40,30,8,36,48,49,14.795911195362516
40,5,3,25,48,30,39,5.010445304630113e-05
35,23,30,4,40,10,5,4.6894952206188
39,21,17,7,34,27,24,13.419275111682117
12,17,17,37,18,31,50,15.53283982115792
6,11,30,7,42,47,4,0.009218018859090168
28,4,37,49,17,40,29,22.75830826905796
32,51,35,28,27,51,35,36.989759311604686
47,40,18,11,46,14,35,4.865260069662167
25,16,43,16,28,16,32,21.314354377165145
51,7,7,37,35,37,27,-21.18931649422274
3,8,50,33,31,38,46,-21.644100847438054
39,42,5,25,4,51,22,-21.092922755969777
34,6,52,4,35,4,33,4.9808544977821946e-05
10,50,5,40,24,5,21,0.008373037794673186
6,13,30,21,52,49,7,0.009794707049462845
42,16,51,28,37,24,14,16.833291199419634
5,13,10,46,52,51,50,-10.642264520520952
42,15,25,43,21,43,27,28.705278745317774
42,23,32,12,24,7,7,-21.17727491540803
22,47,21,32,9,13,25,14.655701972458358
36,22,21,7,38,44,35,13.419275111682117
23,42,28,34,35,30,21,26.886524871366223
21,32,18,36,30,39,52,24.001516636633205
30,52,35,21,6,29,42,-10.587713855329046
16,22,29,15,51,44,45,20.149759424711974
19,20,25,32,13,34,16,18.071181256927538
20,30,22,34,24,47,26,26.241400393662403
28,7,49,27,20,16,45,21.320387910036644
42,16,51,48,8,46,45,-10.586875551529353
44,9,30,39,52,4,23,5.010433359663916e-05
12,7,7,22,6,13,23,-21.189465257189404
40,46,40,40,7,43,32,-21.191876370879278
48,26,10,25,30,33,23,13.040838626209386
39,21,13,38,17,25,31,17.1113156358532
19,52,47,17,50,13,52,17.155784701095193
33,4,13,21,28,51,21,17.115138480031206
46,12,34,9,35,31,5,1.6162606126649113
7,22,31,28,11,47,23,8.569515030065865
16,8,50,10,46,16,23,3.304708763997032
25,39,39,40,30,22,23,28.58344268130981
19,26,7,5,31,49,25,-21.195437890530457
7,35,52,48,4,18,21,-21.17966195097283
12,15,7,36,49,30,41,-21.189465257189404
36,21,45,19,50,41,37,29.925550345257633
38,10,29,38,48,18,52,24.105367001120523
34,37,39,13,38,12,28,15.789520664038312
47,24,37,51,39,52,29,37.70333809976061
25,43,49,41,45,39,47,33.450548246784955
8,17,37,16,6,24,13,-21.17756391109375
27,32,3,24,49,45,36,5.010433009748496e-05
28,11,23,46,44,20,31,26.917427170774364
37,46,26,41,37,19,51,25.514535523927904
42,43,51,35,40,21,33,28.283161037066723
8,43,28,29,33,23,34,9.957058615410805
3,42,24,38,52,29,39,-21.644100847438054
51,42,13,49,23,16,27,16.963912949363444
43,51,45,15,4,47,38,-21.19151100867636
22,4,41,7,7,29,47,-21.19117860439201
4,26,47,21,49,19,39,-21.1754204056832
17,28,3,19,45,29,52,5.0103964218256214e-05
3,45,31,50,27,22,31,-21.644100847438054
20,42,9,33,41,16,51,-10.587504594259656
46,50,10,31,6,31,26,10.634861229338533
37,32,45,32,26,20,13,15.472495733527772
25,34,3,29,52,9,38,5.010433148710972e-05
13,15,49,8,44,48,17,14.439809493383303
12,49,28,28,12,18,18,14.9420410558413
48,17,52,24,47,25,21,27.00403590279239
11,15,13,20,7,47,39,-21.191146812400966
33,6,20,25,39,26,50,26.203610317438375
36,4,13,40,37,10,34,13.036534218394722
51,6,29,10,3,42,12,-21.18928834089085
27,12,39,41,11,50,19,16.846883303715245
25,19,33,22,11,28,42,16.867152079936442
37,25,41,49,21,22,3,1.6137435310526842
40,10,23,40,23,11,31,14.418369500998725
7,44,39,29,23,8,44,-21.178365109355372
41,5,27,13,22,14,34,18.47814218455499
34,35,49,38,47,15,5,4.765372575007757
37,6,41,4,50,39,23,9.065226006807828
45,20,17,20,16,45,50,21.05492102246142
45,44,44,10,13,38,25,3.304708763997032
38,47,14,29,7,8,49,-21.18931502418933
29,31,15,16,34,30,37,19.90178813354337
13,3,15,29,24,44,32,16.567609919007882
36,5,14,15,11,48,23,16.35311396223826
29,51,8,49,33,22,33,-21.18931502648485
26,20,52,17,6,22,39,-10.587714251473487
5,49,21,42,47,21,45,-10.642264520520952
44,19,17,28,40,47,6,6.215928427244
17,5,23,33,15,51,5,4.765278303735414
31,41,12,30,35,30,9,10.269721298834847
52,6,23,15,26,14,32,18.638062107074564
15,43,30,18,37,8,7,-21.17724338619028
7,19,13,15,38,34,14,8.569515030065865
45,21,21,34,38,39,52,28.21125411681403
33,9,14,24,14,25,11,12.659839239771882
22,30,42,8,16,50,7,7.4725982013592125
37,21,39,33,27,49,24,30.751071568594252
48,23,48,20,39,11,26,14.41828390891527
43,28,32,35,4,45,18,-21.191517778409363
42,28,6,39,43,32,13,-21.189408440272803
37,7,31,33,52,12,15,15.560167478340668
14,48,51,22,44,14,47,17.312420341665298
33,49,41,32,35,4,46,5.010432983812386e-05
22,6,42,50,6,8,21,-21.189318072715658
19,21,49,12,10,19,36,16.05936189106862
33,9,25,33,8,12,36,13.402868495439158
29,33,47,12,12,22,51,17.333643455852474
12,49,9,47,51,27,49,-10.587781960544811
17,39,47,34,7,17,30,-21.191913076545934
43,47,41,38,48,35,32,41.812909313438055
52,51,44,26,43,33,31,39.063011973832765
52,44,33,33,52,18,12,14.114012077208226
6,37,14,43,38,5,44,5.01401431794076e-05
11,10,51,45,28,10,29,4.865260069662167
50,23,32,17,16,45,5,4.7653811491904925
24,31,47,7,37,34,23,13.419275111682117
40,23,44,12,26,12,15,15.536193317891353
40,6,4,37,36,24,9,5.015035099837902e-05
49,50,8,23,20,52,50,-21.189315034596916
24,20,49,46,7,11,13,-21.192892851781533
33,11,37,37,34,46,23,29.173463958119484
47,47,15,14,49,44,25,19.784362751207023
50,35,32,43,24,8,38,-21.189315024021536
28,27,4,4,16,17,39,4.9808544977821946e-05
19,4,33,49,38,6,50,-21.18932042372321
47,4,21,39,9,38,21,15.072013899129864
27,45,18,47,51,36,9,10.211735278348604
39,32,22,17,24,41,9,10.211745841646316
47,18,29,22,40,9,8,-10.58734345292349
11,5,43,43,11,3,10,4.693079594855717e-05
38,37,18,22,18,20,29,23.005849209962285
49,34,26,27,52,12,30,15.807816181506809
20,6,47,36,37,27,28,26.1743005312482
25,14,24,21,43,46,23,29.51956226935422
45,52,41,6,17,35,9,9.847657115268332
11,9,32,40,24,24,10,4.865260069662167
50,38,32,5,25,19,41,10.726493395116636
5,26,7,27,10,51,8,-21.188794676986795
50,23,51,47,27,35,50,37.06343347643692
38,32,21,17,9,21,30,15.086325996199424
18,45,52,42,45,42,50,23.74492068711746
47,21,28,3,33,39,16,4.204136291679013
28,35,34,25,47,43,7,7.470091991590702
15,46,22,26,15,38,25,19.028607580795107
44,29,4,35,52,51,43,5.010432983279453e-05
22,4,23,44,23,16,4,3.737468256304759
8,25,18,28,28,23,7,7.4905938057401364
44,24,43,51,34,3,52,5.01043298354592e-05
33,39,13,20,29,25,37,17.15637689569511
27,47,18,12,4,41,46,-21.191519478986354
5,28,15,39,20,7,24,-21.188794676986795
23,4,27,8,33,33,6,6.222522580588648
42,45,15,51,3,39,28,-21.190364033296508
9,46,8,34,16,34,5,-21.177616375127993
19,28,45,49,26,34,38,25.146662240792637
29,46,22,11,52,20,12,4.865260069662167
21,3,49,52,37,23,51,20.580694036342276
12,12,31,31,48,33,12,14.097050549130211
14,39,27,14,45,37,28,18.185422002680877
22,34,20,36,41,4,51,5.010433576379206e-05
6,29,31,10,23,19,8,0.008383500157200081
15,21,27,8,48,22,3,1.6133332824672073
44,32,36,6,26,37,25,12.160789723833492
27,37,44,15,27,52,51,24.070021711248636
45,51,28,19,35,5,34,0.0097965610779369
29,42,24,30,52,40,16,19.60642781792995
22,9,47,36,44,5,30,0.009796563289557868
34,6,39,29,45,51,26,26.201310551644493
44,14,12,5,17,20,37,10.654174046942918
50,4,46,35,25,11,47,14.411978846328404
51,38,10,15,5,7,50,-21.189320335016948
11,23,46,38,4,33,44,-21.19119855123443
45,23,11,10,17,13,41,3.304708763997032
14,9,46,15,46,19,27,18.185072873909462
23,46,19,43,16,29,47,21.61960912329958
51,47,21,47,13,34,45,18.314225815966907
34,33,47,43,48,15,51,19.950428250328894
49,36,14,7,45,30,45,13.354071585296541
12,46,16,33,38,18,13,14.529780522808194
19,51,26,17,5,23,39,-21.18804439135547
11,50,24,24,40,31,45,4.865260069662167
47,7,13,7,11,6,51,-21.190753981654847
24,33,28,37,13,35,13,15.865763727149657
43,46,50,14,15,22,14,16.557513367071117
31,47,38,6,44,5,51,0.009797757177437158
19,48,49,37,12,32,20,17.502133298146784
32,44,9,47,15,51,33,-10.587504838410206
52,22,22,35,29,49,41,29.652136134547725
19,27,45,7,51,30,26,13.419275111682117
12,40,44,33,4,32,31,-21.191120898839774
18,16,37,41,23,43,14,16.831541611857823
41,38,28,50,6,26,37,-10.587713839577605
28,29,28,52,31,43,39,36.64960865167883
31,10,49,11,38,36,28,4.865260069662167
6,11,15,24,45,6,20,-21.182273042940544
33,12,17,31,9,28,13,14.394004530007791
48,33,22,15,41,17,14,16.5602979651576
28,49,31,19,20,14,28,18.6474976922001
6,21,14,9,25,15,44,0.006185562362385575
39,6,37,34,48,37,21,26.26434906222322
24,23,4,8,20,41,30,5.0110987857469314e-05
49,49,7,23,24,33,47,-21.189315044568538
36,38,41,21,9,24,16,15.047498981467335
41,25,18,34,21,11,17,14.433109035585488
8,5,23,32,36,8,3,-21.648385377061082
52,33,43,6,31,26,50,12.160789723833492
6,50,38,4,22,44,44,0.009956704153035179
45,32,25,42,38,47,30,33.71584234909384
13,46,30,14,36,26,33,16.736710021075734
8,32,9,43,24,21,52,-10.587877253038634
47,26,51,16,16,50,4,3.7374220136572665
38,29,35,14,12,18,16,17.230165465971844
14,7,17,15,23,39,14,16.568630575287017
50,27,21,46,23,47,32,27.887401476920488
48,6,28,31,13,23,40,18.31504263201823
16,39,52,25,38,8,21,-21.189301067422853
16,21,11,46,10,4,31,5.0104826129795154e-05
32,38,42,21,46,4,50,5.010433058012309e-05
5,37,16,50,46,48,11,-10.639276470152451
7,25,35,27,31,52,37,8.569515030065865
15,44,14,6,24,22,17,12.160789723833492
42,34,37,12,3,41,42,-21.190323128151903
36,3,50,17,24,28,40,20.574690545597704
51,26,11,9,19,50,37,1.6162606126649113
8,21,27,36,23,6,22,-21.17833677845907
4,50,35,49,46,48,35,-21.1754204056832
5,23,21,16,42,50,42,-10.642264520520952
30,18,26,32,44,3,9,5.015032711606205e-05
36,32,24,50,4,42,19,-21.19150416646976
19,21,42,8,50,13,13,14.426612780581777
9,32,6,4,29,40,16,-21.205524401980544
32,27,22,32,9,45,29,15.085509119772778
4,36,33,45,18,46,40,-21.1754204056832
6,52,27,38,46,47,50,0.009885207023657526
10,46,18,28,52,31,29,3.304708763997032
35,22,14,35,21,10,10,11.391300368636703
16,35,46,51,51,12,11,12.431287256410075
3,47,16,12,4,42,32,-21.644100847438054
52,33,47,46,44,15,8,8.904110709459257
43,45,43,14,7,38,39,-21.19188138705657
41,27,33,17,14,46,36,19.687035964127844
22,3,9,14,15,11,5,-21.17723901434494
32,40,12,20,31,47,42,15.808103954157096
27,11,29,31,18,42,42,24.664622790598134
34,19,8,21,10,23,26,-21.189315073699625
52,15,19,42,43,42,8,8.904111047889375
21,27,39,28,37,4,36,5.010433381558611e-05
52,10,8,33,47,17,29,-21.1893152015941
45,36,30,44,7,10,36,-10.586230567260452
41,9,50,43,51,15,17,19.490786073058032
12,28,42,23,41,9,10,-10.59015078020731
35,9,31,47,51,38,46,28.991759580954298
33,5,45,46,39,46,4,3.737385738326901
39,42,4,3,8,32,51,0.008571661776233405
20,13,16,5,27,19,3,1.611841123527304
16,35,47,11,46,6,7,-21.177360728420567
36,36,22,13,46,21,45,21.759820460294875
46,36,29,4,27,26,12,8.822184246340997
33,18,25,15,7,37,28,-21.191876154821557
49,6,24,7,8,35,11,-10.587412376371795
39,31,25,47,10,5,39,0.009796561854034215
39,15,52,23,17,32,26,23.130401327349574
11,35,37,7,50,43,51,4.865260069662167
34,7,37,35,14,18,5,4.765379148620334
27,6,20,33,50,49,38,26.200780211811182
12,5,3,46,49,39,21,5.00930812585246e-05
21,7,8,16,29,30,10,-21.191153001284604
15,42,11,15,21,22,23,14.32524646521779
13,35,27,11,51,15,19,4.865260069662167
13,45,31,51,32,13,3,1.6137521149319942
12,13,37,22,52,38,30,15.53283982115792
40,47,25,16,16,35,39,21.728954244476473
23,25,39,28,11,14,23,16.357967271892715
50,49,27,19,39,6,43,-21.189315310919728
32,51,52,52,32,19,26,25.51238646829647
22,29,19,16,24,47,42,24.484140020818522
47,41,47,6,31,40,4,3.7373420223716716
32,21,33,47,26,20,5,4.765372575056699
17,23,50,7,14,33,16,13.354071585296541
14,41,11,10,18,46,36,3.304708763997032
18,29,41,18,5,10,14,-21.18940840721555
32,15,4,50,43,6,51,5.010432992206093e-05
34,10,21,41,14,10,20,13.02757737324739
52,21,10,39,12,15,24,12.66362296349144
12,3,44,35,11,48,7,7.425041218080809
5,30,15,40,45,47,44,-10.642264520520952
49,8,3,34,27,5,5,5.0150325828471835e-05
30,47,51,21,52,29,33,32.609505173600446
47,34,10,10,16,38,15,3.304708763997032
8,29,45,19,6,46,16,-21.17756391109375
15,29,24,3,19,25,33,4.204136291679013
16,50,8,28,42,40,24,-21.189301067422853
36,14,19,9,17,36,30,1.6162606126649113
31,33,30,10,36,17,19,3.304708763997032
18,33,39,28,47,31,27,23.74492068711746
28,6,14,39,19,49,4,3.737427027578951
51,13,11,26,30,35,8,8.986141738812169
25,40,22,33,23,49,19,23.384325552495426
38,39,28,24,47,22,52,29.661936627642994
35,44,33,31,36,10,9,10.156843867694377
18,48,25,12,11,51,50,16.779964254964327
50,28,32,4,30,37,13,9.065226006807828
40,50,21,9,31,17,34,1.6162606126649113
30,52,26,5,18,9,37,-10.59171154727802
21,29,16,8,19,31,16,14.861815812560316
51,21,48,27,5,45,48,-21.188045451024472
39,7,13,48,9,31,21,14.655480433783548
8,5,14,26,44,27,44,9.956693834621355
20,11,18,46,11,27,19,16.841887224712018
42,13,7,38,51,46,24,-21.18931493180486
42,25,21,25,37,22,33,27.457222990033177
21,26,33,14,13,21,43,18.263020979991044
41,23,24,34,42,27,8,8.904110709867552
7,11,39,37,8,19,52,8.569515030065865
40,16,8,26,35,26,20,-21.189313208043906
46,10,5,14,6,28,39,-21.09293360674253
7,27,9,37,41,20,11,-21.17789522220714
16,22,13,28,3,13,7,-21.177240937103026
37,19,30,29,42,52,20,25.48911224074091
34,42,32,35,34,47,7,7.47009169206082
11,14,3,16,27,7,30,4.693079594855717e-05
51,28,24,51,35,48,32,32.436972295699945
35,35,29,25,5,30,36,-21.188045447237805
29,15,50,22,16,47,22,21.870383391634967
25,36,9,28,26,21,26,-10.587504793446508
20,41,50,17,22,38,52,25.442010952618848
17,30,10,24,51,24,3,1.627949789951987
18,9,22,44,41,26,35,23.733350870511895
16,20,24,21,17,32,7,7.470075503371869
3,15,22,41,45,18,37,-21.644100847438054
16,25,38,14,17,20,36,20.29357520284448
40,48,14,26,30,38,29,18.646873130525012
31,16,21,46,50,9,34,-10.587504837191393
52,47,39,13,40,26,41,21.759820460294875
36,39,49,9,8,21,25,-10.588168162111598
49,35,19,39,7,6,51,-21.18931502402386
43,45,42,11,40,38,6,4.865260069662167
35,23,34,20,15,39,37,20.898804414315745
48,16,30,7,4,14,3,-21.6489722243129
45,44,44,11,23,7,32,-21.18943274110243
38,37,49,25,13,45,14,16.093004455803133
3,42,19,34,40,5,34,-20.774971563068494
10,3,48,18,46,48,16,3.304708763997032
17,46,7,10,33,40,48,-21.189503908246024
6,10,29,8,10,49,30,0.009885207023657526
37,34,51,16,9,7,52,-21.189317615326864
13,20,25,32,4,43,19,-21.190726818156307
29,22,35,40,4,42,32,-21.191507422984472
38,4,34,24,9,4,25,5.0104454719491065e-05
42,9,48,26,41,32,32,28.992662821634735
25,28,49,18,36,11,33,14.418180781315593
26,13,6,9,16,29,40,-21.189731570446888
6,17,21,35,38,9,8,6.473367587292616
43,33,38,6,5,22,31,-21.188118865679083
5,4,51,9,48,41,35,-10.642264520520952
15,27,5,45,4,37,43,-21.09284472089176
51,14,27,22,46,11,17,14.433118217124779
49,36,35,43,35,45,52,46.74779532660323
20,30,12,6,33,52,34,12.160789723833492
30,12,38,14,28,17,7,7.469854989479157
32,4,38,50,35,41,12,14.11478328853282
43,44,7,38,7,4,17,5.01040073742323e-05
3,13,38,48,50,31,33,-21.644100847438054
33,21,16,41,30,14,8,8.90411071337053
45,32,35,8,5,27,38,-21.187918986568654
50,20,50,36,6,9,29,-21.18931502609573
52,24,11,15,12,16,36,13.71128137600975
7,23,19,16,32,10,49,8.559676249192792
4,28,50,30,5,49,26,-21.1754204056832
46,49,41,41,47,11,32,14.418337251868751
6,14,42,51,41,34,13,0.009885207023657526
3,31,5,21,27,36,32,-10.447632979828251
24,28,18,9,37,3,12,2.9300098692678278e-05
28,52,37,5,20,26,19,10.691102786861634
8,49,10,23,24,28,13,9.521291641746624
3,42,4,38,12,48,51,0.008527874121118844
37,50,3,10,5,33,13,4.143368357095542e-05
49,36,26,21,33,52,22,28.080743918425693
9,42,6,7,29,10,34,-21.19607383244851
33,45,18,36,7,51,35,-21.191876477436793
27,39,29,19,36,14,3,1.6137432772796096
28,52,38,39,7,50,34,-21.191876370191057
41,47,14,17,38,34,30,18.650178658240623
28,21,8,20,44,49,50,-21.189315196438695
5,15,51,27,11,12,44,-10.642264520520952
27,7,28,49,44,9,17,-10.587486721921383
17,23,14,7,3,43,9,-21.191635495909907
10,47,52,11,14,22,13,3.304708763997032
10,36,45,18,20,14,4,3.304708763997032
52,18,42,31,12,29,15,17.18211697166813
47,11,34,3,40,41,44,4.204136291679013
42,12,43,7,28,32,23,13.419275111682117
26,17,44,43,42,16,27,21.35702585731869
38,34,23,4,43,12,39,8.953546964930812
17,36,22,38,21,23,7,7.470090138184671
19,30,23,3,11,7,45,-21.206536007354032
15,8,32,48,6,41,16,-10.58734363023808
27,28,5,43,17,13,22,0.009796563350907238
48,19,27,6,36,44,26,12.160789723833492
20,23,12,18,3,5,34,-21.092926521493762
43,45,42,18,45,29,14,16.832534168419187
42,43,23,6,10,31,9,9.847657115268332
6,44,13,31,37,29,14,0.009885207023657526
50,36,8,22,43,31,17,-21.18929961913644
50,41,16,37,33,22,40,21.29549771779073
49,37,38,8,36,28,28,14.795911195362516
3,40,3,40,9,28,43,0.009081613677507988
14,17,29,18,41,31,34,18.185422002680877
21,35,10,23,46,44,36,13.040653324454322
16,11,7,19,50,3,44,5.0104826129795154e-05
10,18,26,13,4,38,12,-21.190994564811938
47,23,43,3,14,13,37,4.204136291679013
52,8,30,27,12,18,34,17.490115102872114
52,11,10,46,21,28,3,1.627949549478605
42,8,11,37,6,3,12,5.009440059941418e-05
5,14,42,24,14,32,41,-10.642264520520952
4,15,45,24,40,35,39,-21.1754204056832
36,27,25,33,14,22,43,19.683204431485862
12,17,25,5,17,39,5,4.728526952252643
37,17,16,33,34,15,3,1.61374352841912
47,30,39,16,32,11,5,4.786427342942269
9,35,24,38,37,24,42,1.6162606126649113
13,3,24,32,34,16,19,16.546312550298715
32,52,34,18,32,48,45,28.756246141355902
8,14,6,15,40,7,21,-21.17833677845907
48,26,43,34,47,37,43,47.01974918153322
45,16,29,44,25,15,34,19.95048225578728
20,23,42,37,52,14,31,18.651357101134547
24,27,20,35,20,39,15,18.595896930690255
47,46,19,36,27,46,39,25.479455362350002
46,32,46,40,19,8,29,-21.189315026253237
40,34,24,29,20,15,16,18.832871459421735
3,49,41,11,7,46,18,-21.644100847438054
16,27,52,46,43,7,43,-21.189303090912134
39,39,44,49,9,50,13,14.393988911934757
11,34,15,26,47,33,52,4.865260069662167
23,20,17,43,14,51,5,4.7653724808070725
18,41,12,40,19,20,24,15.80382470464562
38,49,28,37,28,27,51,36.0374932016263
37,31,40,52,51,5,45,0.009796561854018183
23,34,17,16,16,51,52,21.125063786220604
12,28,35,13,8,34,49,-10.586724816247697
51,19,48,41,51,45,39,44.27694059979599
23,11,33,10,52,49,10,3.304708763997032
52,35,40,45,17,50,12,14.114012069946611
36,42,10,41,27,28,37,13.041061824575397
48,4,13,49,10,31,21,15.608890913436298
32,40,38,26,33,52,29,37.57376103553023
49,48,26,19,45,47,24,29.271690919950107
31,11,22,18,38,44,3,1.6137429618085772
7,9,15,45,45,22,3,1.6154500184474974
26,19,17,45,26,42,45,22.728043027821602
21,37,34,42,31,24,39,27.825181811045194
22,43,25,37,31,18,13,15.472432894240178
13,26,3,49,22,3,12,5.0094184819313776e-05
41,25,37,18,37,33,29,28.756246141355902
32,51,6,26,31,33,29,-21.189315030194116
44,22,34,48,46,21,10,11.391300369860863
45,18,8,36,20,25,18,-21.189326811156278
46,25,15,39,29,9,27,-10.58750482073229
32,16,29,18,12,7,51,-21.18931570220863
49,16,46,29,5,29,39,-21.18804544624903
32,41,49,12,16,24,19,19.969030029035018
24,52,5,20,12,33,13,0.009797289773480886
30,12,12,44,10,5,25,0.00979656174787853
6,10,6,26,21,40,40,-21.182273042940544
49,13,21,20,39,36,39,28.112208523298982
50,37,24,31,40,52,51,32.4369712059183
47,31,48,39,35,52,26,33.86912239751023
51,50,24,42,48,7,13,-21.18940844026946
51,39,34,40,10,15,35,15.98796475856671
15,32,28,40,13,43,21,17.119242073826452
9,13,25,27,20,28,12,1.6162606126649113
48,45,34,19,13,23,50,18.31307695496762
44,18,19,39,47,25,40,25.4795887127585
46,45,49,21,48,39,37,32.62220154358659
22,14,37,18,49,20,8,8.904084017335428
44,22,46,48,6,14,17,-21.19292008663081
17,16,23,30,32,31,21,22.2342461030106
21,17,46,39,51,33,50,27.89079299732166
3,42,22,45,5,14,29,-21.63987897595943
8,42,33,43,18,17,9,8.920655764479461
15,48,4,44,30,16,45,5.010488903451975e-05
46,33,13,18,29,50,26,17.155097623406846
16,16,15,4,13,15,46,9.065226006807828
39,48,14,20,10,33,15,15.765836694807778
32,36,20,37,6,42,26,-10.58771644776336
42,14,40,35,43,24,15,18.377266439133216
38,36,47,27,52,26,42,35.16309232106504
36,19,31,4,22,50,32,9.065226006807828
50,38,8,9,26,43,32,-21.189557779821104
30,51,26,20,9,46,46,15.085353059962518
46,43,5,15,34,25,25,0.009796568058389464
28,19,21,34,38,39,6,6.215928437694415
33,10,11,34,46,28,52,14.400773189322505
8,23,33,45,20,32,3,1.6143308031465136
38,50,46,45,36,45,19,23.48011035451885
23,37,41,42,28,43,25,30.358702989795848
4,30,48,4,21,30,9,-21.1754204056832
19,11,35,26,13,19,50,18.30292633002089
3,19,47,12,14,4,13,0.008527874121118844
5,25,23,42,51,37,51,-10.642264520520952
44,22,49,14,8,10,33,12.427300910721492
3,46,20,25,41,51,29,-21.644100847438054
48,16,32,37,11,8,26,-21.18931501353894
8,7,21,35,24,39,19,9.957058615410805
15,32,35,8,28,27,48,14.763551194073996
14,36,11,16,39,39,22,14.244794082654035
19,35,21,13,13,3,36,5.0104446306021484e-05
17,13,21,24,44,45,47,22.269631434038743
12,12,29,41,22,40,6,6.216597247976995
41,36,7,42,46,32,5,-21.177236857963234
37,34,48,29,41,46,26,33.866561861923074
32,24,12,34,30,6,27,-21.189315013047406
6,9,51,25,36,36,3,0.009672191623810052
5,10,32,49,34,38,44,-10.642264520520952
5,46,8,8,19,11,51,-21.186475458590277
5,50,16,15,47,5,32,4.635443133690522
31,16,22,47,32,4,6,5.0150327094300585e-05
24,43,18,28,11,4,45,5.010432837022446e-05
6,23,40,47,5,51,25,-21.182273042940544
20,22,11,49,41,17,12,13.412829680941009
12,32,8,44,43,3,47,5.00930613214731e-05
45,9,12,46,24,5,28,0.009796561580685155
13,38,4,42,6,34,5,5.01503926269467e-05
22,24,30,13,52,44,35,21.768109157000534
27,46,50,15,13,13,49,16.464874410421142
41,34,12,30,9,9,23,-10.587504493861791
31,12,41,20,3,16,4,-21.17723707617015
29,44,42,20,18,3,35,5.0104330226721395e-05
50,37,16,43,31,39,45,21.295497731669084
41,7,24,6,25,25,51,12.160789723833492
47,49,8,35,13,24,37,-21.189315024020292
11,10,17,47,50,15,44,4.865260069662167
49,12,38,12,40,10,22,13.044176413015993
26,26,13,19,25,6,40,-21.18931532955117
33,8,39,40,31,9,45,-10.587504726175558
10,5,49,27,36,12,3,1.6136475353016364
18,45,46,39,52,19,42,23.25428930039333
24,24,47,28,20,46,3,1.6137435303315057
21,8,3,10,18,35,44,4.143368357095542e-05
41,9,37,12,21,18,18,20.00054402940783
34,4,10,18,32,36,21,13.03595332858314
23,51,4,33,19,42,7,5.015032696772881e-05
49,12,51,14,9,7,49,-21.1893240335642
35,6,9,45,17,46,21,-10.587506608231289
17,12,51,25,15,4,30,5.0103964218256214e-05
44,27,52,30,5,15,46,-21.1880768727781
34,46,51,21,34,50,30,32.62220154358659
17,30,34,13,30,12,15,15.516893379351863
14,3,8,40,5,24,3,-21.648454875428758
15,14,20,35,31,13,18,16.87411016437526
51,49,35,10,27,36,29,3.304708763997032
40,44,51,43,31,6,50,-21.189315024025795
42,50,43,28,30,19,17,20.798141848627097
28,28,52,7,34,11,45,12.941120622909391
29,39,19,41,9,50,43,15.082881846297267
48,50,17,52,29,35,52,22.72729198412449
